"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"2","/api/history?filters=TRANSNUM:200110355 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","92","STATE","0","NM","C","Commercial","21","ASHLEY","3","13","DALLAS","BIF","","Delta Trust & Bank","33.113775","-91.545506","10","2000-01-13T00:00:00","1853 HIGHWAY 165 SOUTH","PARKDALE","AR","5","71661","0000","FDIC","Full","72","0","Y","34248","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Delta Trust & Bank, (,[object Object],) in ,Parkdale,, ,AR,. ,A link to FDIC closing information for ,SINCLAIR NATIONAL BANK, (,34248,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2001-09-07T00:00:00","2001","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","BIF","0","0","0","AR","0","OCC","200110355_211_57007_72_57007","BIF","0","0","0","0","0","10","FI","N","34248","OCC","0","N","C","Commercial","3","BENTON","7","13","DALLAS","BIF","","SINCLAIR NATIONAL BANK","36.425934","-94.445414","10","113 S.E. SECOND STREET","GRAVETTE","AR","5","72736","0000","OCC","","57007","2001-09-10T00:00:00","2001","AR","FDIC","1","0","211","5","92","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","ASHLEY","3","13","DALLAS","BIF","","Delta Trust & Bank","33.113775","-91.545506","P.O. BOX  37","PARKDALE","AR","ARKANSAS","71661","10","1853 HIGHWAY 165 SOUTH","PARKDALE","AR","5","71661","0000","FDIC","Full","200110355","0","0","0","0","0","57007","0","0"
"9","/api/history?filters=TRANSNUM:200200178 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","19977","STATE","0","NM","C","Commercial","21","NEW YORK","61","2","NEW YORK","BIF","SAIF","Israel Discount Bank of New York","40.753938","-73.980403","10","2001-12-07T00:00:00","511 FIFTH AVENUE","NEW YORK","NY","36","10017","0000","FDIC","Full","13718","0","Y","24382","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Israel Discount Bank of New York, (,[object Object],) in ,New York,, ,NY,. ,A link to FDIC closing information for ,Hamilton Bank, National Association, (,24382,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2002-01-11T00:00:00","2002","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","BIF","0","0","0","FL","0","OCC","200200178_211_16965_13718_16965","BIF","0","0","0","0","0","10","FI","N","24382","OCC","0","N","C","Commercial","3","MIAMI-DADE","86","5","ATLANTA","BIF","","Hamilton Bank, National Association","0","0","10","3750 N.W. 87TH AVENUE, SUITE 700","MIAMI","FL","12","33178","0000","OCC","","16965","2002-01-14T00:00:00","2002","NY","FDIC","1","1","211","36","19977","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","NEW YORK","61","2","NEW YORK","BIF","SAIF","Israel Discount Bank of New York","40.753938","-73.980403","511 Fifth Avenue","New York City","NY","NEW YORK","10017","10","511 FIFTH AVENUE","NEW YORK","NY","36","10017","0000","FDIC","Full","200200178","0","0","0","0","0","16965","0","0"
"1","/api/history?filters=TRANSNUM:200200350 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11178","STATE","0","SM","C","Commercial","13","REEVES","389","13","DALLAS","BIF","","The Security State Bank of Pecos, Texas","31.425573","-103.495588","10","1943-12-06T00:00:00","115 WEST 3RD STREET","PECOS","TX","48","79772","0000","FED","Full","7136","0","Y","22002","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,The Security State Bank of Pecos, Texas, (,[object Object],) in ,Pecos,, ,TX,. ,A link to FDIC closing information for ,Bank of Sierra Blanca, (,22002,):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2002-01-18T00:00:00","2002","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","BIF","0","0","10","TX","48","FDIC","200200350_211_15261_7136_15261","BIF","0","0","0","0","0","10","FI","N","22002","STATE","0","NM","C","Commercial","21","HUDSPETH","229","13","DALLAS","BIF","","Bank of Sierra Blanca","0","0","10","SIERRA BLANCA ROAD & STATE HWY 1111","SIERRA BLANCA","TX","48","79851","0000","FDIC","","15261","2002-01-22T00:00:00","2002","TX","FED","1","0","211","48","11178","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","REEVES","389","13","DALLAS","BIF","","The Security State Bank of Pecos, Texas","31.425573","-103.495588","112 EAST PECAN STREET, SUITE 800","SAN ANTONIO","TX","TEXAS","78205","10","115 WEST 3RD STREET","PECOS","TX","48","79772","0000","FED","Full","200200350","0","0","0","0","0","15261","0","0"
"2","/api/history?filters=TRANSNUM:200200721 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","13339","STATE","0","SM","C","Commercial","13","DEFIANCE","39","9","CHICAGO","BIF","","The State Bank and Trust Company","41.285762","-84.362639","10","1997-03-21T00:00:00","401 CLINTON STREET","DEFIANCE","OH","39","43512","0000","FED","None","8414","0","Y","8966","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,The State Bank and Trust Company, (,[object Object],) in ,Defiance,, ,OH,. ,A link to FDIC closing information for ,The Oakwood Deposit Bank Company, (,8966,):, ,[object Object]","0","0","0","0","SM","0","C","Commercial","2002-02-01T00:00:00","2002","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","BIF","0","0","0","OH","0","FED","200200721_211_5726_8414_5726","BIF","0","0","0","0","0","10","FI","N","8966","STATE","0","SM","C","Commercial","13","PAULDING","125","9","CHICAGO","BIF","","The Oakwood Deposit Bank Company","0","0","10","MAIN STREET","OAKWOOD","OH","39","45873","0000","FED","","5726","2002-02-05T00:00:00","2002","OH","FED","0","0","211","39","13339","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","DEFIANCE","39","9","CHICAGO","BIF","","The State Bank and Trust Company","41.285762","-84.362639","401 CLINTON STREET","DEFIANCE","OH","OHIO","43512","10","401 CLINTON STREET","DEFIANCE","OH","39","43512","0000","FED","None","200200721","0","0","0","0","0","5726","0","0"
"5","/api/history?filters=TRANSNUM:200205708 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","12256","STATE","0","NM","C","Commercial","21","BERGEN","3","2","NEW YORK","BIF","SAIF","Hudson United Bank","41.077278","-74.167668","10","2001-08-07T00:00:00","1000 MACARTHUR BOULEVARD","MAHWAH","NJ","34","07430","0000","FDIC","Full","7791","0","Y","19183","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Hudson United Bank, (,[object Object],) in ,Mahwah,, ,NJ,. ,A link to FDIC closing information for ,Connecticut Bank of Commerce, (,19183,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2002-06-28T00:00:00","2002","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","BIF","0","0","0","CT","0","FDIC","200205708_211_13004_7791_13004","BIF","0","0","0","0","0","10","FI","N","19183","STATE","0","NM","C","Commercial","21","FAIRFIELD","1","2","NEW YORK","BIF","","Connecticut Bank of Commerce","41.059403","-73.53771","10","612 BEDFORD STREET","STAMFORD","CT","9","06901","0000","FDIC","","13004","2002-07-03T00:00:00","2002","NJ","FDIC","0","1","211","34","12256","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","BERGEN","3","2","NEW YORK","BIF","SAIF","Hudson United Bank","41.077278","-74.167668","1000 MACARTHUR BOULEVARD","MAHWAH","NJ","NEW JERSEY","07430","10","1000 MACARTHUR BOULEVARD","MAHWAH","NJ","34","07430","0000","FDIC","Full","200205708","0","0","0","0","0","13004","0","0"
"1","/api/history?filters=TRANSNUM:200206017 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","19842","STATE","0","NM","C","Commercial","21","NEW YORK","61","2","NEW YORK","BIF","","Bank Leumi USA","40.756611","-73.978475","10","1999-03-22T00:00:00","579 FIFTH AVENUE","NEW YORK","NY","36","10170","0002","FDIC","Full","13635","0","Y","26652","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Bank Leumi USA, (,[object Object],) in ,New York,, ,NY,. ,A link to FDIC closing information for ,Net First National Bank, (,26652,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2002-03-01T00:00:00","2002","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","BIF","0","0","10","FL","12","OCC","200206017_211_35385_13635_35385","BIF","0","0","0","0","0","10","FI","N","26652","OCC","20923","N","C","Commercial","3","PALM BEACH","99","5","ATLANTA","BIF","","Net First National Bank","26.363394","-80.125271","10","5295 TOWN CENTER ROAD","BOCA RATON","FL","12","33486","0000","OCC","","35385","2002-07-16T00:00:00","2002","NY","FDIC","1","1","211","36","19842","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","NEW YORK","61","2","NEW YORK","BIF","","Bank Leumi USA","40.756611","-73.978475","579 FIFTH AVENUE, 2ND FLOOR","NEW YORK","NY","NEW YORK","10017","10","579 FIFTH AVENUE","NEW YORK","NY","36","10170","0002","FDIC","Full","200206017","0","0","0","0","0","35385","0","0"
"1","/api/history?filters=TRANSNUM:200206036 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","14267","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","BIF","SAIF","Chicago Community Bank","41.830727","-87.653625","10","2000-11-18T00:00:00","1110 WEST 35TH STREET","CHICAGO","IL","17","60609","0000","FDIC","","8912","0","Y","29355","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Chicago Community Bank, (,[object Object],) in ,Chicago,, ,IL,. ,A link to FDIC closing information for ,Universal Federal Savings Bank, (,29355,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2002-06-28T00:00:00","2002","9999-12-31T00:00:00","9999","0","0","1","0","0","SB","S","Savings","SAIF","0","0","110","IL","17","OTS","200206036_211_42189_8912_42189","BIF","1","0","0","0","0","10","FI","N","29355","OTS","0","SB","S","Savings","34","COOK","31","9","CHICAGO","SAIF","","Universal Federal Savings Bank","41.857772","-87.646901","110","1800 S HALSTED ST","CHICAGO","IL","17","60608","0000","OTS","","42189","2002-07-16T00:00:00","2002","IL","FDIC","1","0","211","17","14267","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","BIF","SAIF","Chicago Community Bank","41.830727","-87.653625","1110 WEST 35TH STREET","CHICAGO","IL","ILLINOIS","60609","10","1110 WEST 35TH STREET","CHICAGO","IL","17","60609","0000","FDIC","","200206036","0","0","0","0","0","42189","0","0"
"1","/api/history?filters=TRANSNUM:200215600 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","8141","STATE","0","NM","C","Commercial","21","SABINE","85","13","DALLAS","BIF","","Sabine State Bank and Trust Company","31.690104","-93.682203","10","2002-06-17T00:00:00","390 MAIN STREET","MANY","LA","22","71449","0000","FDIC","Full","5186","0","Y","16445","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Sabine State Bank and Trust Company, (,[object Object],) in ,Many,, ,LA,. ,A link to FDIC closing information for ,The Farmers Bank & Trust of Cheneyville, (,16445,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2002-12-17T00:00:00","2002","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","BIF","0","0","0","LA","0","FDIC","200215600_211_10613_5186_10613","BIF","0","0","0","0","0","10","FI","N","16445","STATE","0","NM","C","Commercial","21","RAPIDES","79","13","DALLAS","BIF","","The Farmers Bank & Trust of Cheneyville","0","0","10","MAIN STREET","CHENEYVILLE","LA","22","71325","0000","FDIC","","10613","2002-12-18T00:00:00","2002","LA","FDIC","0","0","211","22","8141","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","SABINE","85","13","DALLAS","BIF","","Sabine State Bank and Trust Company","31.690104","-93.682203","P.O. BOX  670","MANY","LA","LOUISIANA","71449","10","390 MAIN STREET","MANY","LA","22","71449","0000","FDIC","Full","200215600","0","0","0","0","0","10613","0","0"
"3","/api/history?filters=TRANSNUM:200301124 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","32574","STATE","0","SI","S","Savings","41","COLLIN","85","13","DALLAS","SAIF","","Beal Bank, s.s.b.","33.077807","-96.826798","115","2001-02-20T00:00:00","6000 LEGACY DRIVE","PLANO","TX","48","75024","3061","FDIC","","45408","0","Y","27094","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Beal Bank, s.s.b., (,[object Object],) in ,Plano,, ,TX,. ,A link to FDIC closing information for ,Southern Pacific Bank, (,27094,):, ,[object Object]","0","0","0","0","SI","1","S","Savings","2003-02-07T00:00:00","2003","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","BIF","0","0","20","CA","6","FDIC","200301124_211_38754_45408_38754","SAIF","1","0","0","0","0","115","FI","N","27094","STATE","0","NM","C","Commercial","23","LOS ANGELES","37","14","SAN FRANCISCO","BIF","","Southern Pacific Bank","33.812044","-118.350948","20","23530 HAWTHORNE BOULEVARD, SUITE 200","TORRANCE","CA","6","90505","0000","FDIC","","38754","2003-02-12T00:00:00","2003","TX","FDIC","0","1","211","48","32574","811","FDIC ASSISTED MERGER","STATE","0","SI","S","Savings","41","COLLIN","85","13","DALLAS","SAIF","BIF","Beal Bank, s.s.b.","33.077807","-96.826798","15770 DALLAS PARKWAY","DALLAS","TX","TEXAS","75248","115","6000 LEGACY DRIVE","PLANO","TX","48","75024","3061","FDIC","","200301124","0","0","0","0","0","38754","0","0"
"1","/api/history?filters=TRANSNUM:200303934 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","19608","STATE","0","NM","C","Commercial","21","DANE","25","9","CHICAGO","BIF","","The Park Bank","43.039834","-89.393821","10","1997-05-18T00:00:00","2401 SOUTH PARK STREET","MADISON","WI","55","53713","0000","FDIC","","13407","0","Y","11639","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,The Park Bank, (,[object Object],) in ,Madison,, ,WI,. ,A link to FDIC closing information for ,The First National Bank of Blanchardville, (,11639,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2003-05-09T00:00:00","2003","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","BIF","0","0","10","WI","55","OCC","200303934_211_7441_13407_7441","BIF","0","0","0","0","0","10","FI","N","11639","OCC","11114","N","C","Commercial","3","LAFAYETTE","65","9","CHICAGO","BIF","","The First National Bank of Blanchardville","42.810122119994","-89.862246034697","10","319 SOUTH MAIN STREET","BLANCHARDVILLE","WI","55","53516","0000","OCC","","7441","2003-05-14T00:00:00","2003","WI","FDIC","1","0","211","55","19608","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","DANE","25","9","CHICAGO","BIF","","The Park Bank","43.039834","-89.393821","P.O. BOX 8969","MADISON","WI","WISCONSIN","53708","10","2401 SOUTH PARK STREET","MADISON","WI","55","53713","0000","FDIC","","200303934","0","0","0","0","0","7441","0","0"
"1","/api/history?filters=TRANSNUM:200315882 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","35561","STATE","0","NM","C","Commercial","21","BUCKS","17","2","NEW YORK","BIF","","EARTHSTAR BANK","40.167257","-75.04596","10","2001-12-31T00:00:00","376 SECOND STREET PIKE","SOUTHAMPTON","PA","42","18966","0000","FDIC","","81672","0","Y","27203","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,EARTHSTAR BANK, (,[object Object],) in ,Southampton,, ,PA,. ,A link to FDIC closing information for ,Pulaski Savings Bank, (,27203,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2003-11-14T00:00:00","2003","9999-12-31T00:00:00","9999","0","0","1","0","0","SI","S","Savings","BIF","0","0","110","PA","42","FDIC","200315882_211_39106_81672_39106","BIF","0","0","0","0","0","10","FI","N","27203","STATE","0","SI","S","Savings","42","PHILADELPHIA","101","2","NEW YORK","BIF","","Pulaski Savings Bank","40.00604096","-75.07789762","110","2352 ORTHODOX STREET","PHILADELPHIA","PA","42","19137","0000","FDIC","","39106","2003-11-18T00:00:00","2003","PA","FDIC","0","0","211","42","35561","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","BUCKS","17","2","NEW YORK","BIF","","Earthstar Bank","40.167257","-75.04596","376 SECOND STREET PIKE","SOUTHAMPTON","PA","PENNSYLVANIA","18966","10","376 SECOND STREET PIKE","SOUTHAMPTON","PA","42","18966","0000","FDIC","","200315882","0","0","0","0","0","39106","0","0"
"5","/api/history?filters=TRANSNUM:200402058 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57819","STATE","0","NM","C","Commercial","21","LEON","73","13","DALLAS","BIF","SAIF","Hancock Bank of Florida","30.441723","-84.280582","10","2004-03-12T00:00:00","111 SOUTH MONROE STREET","TALLAHASSEE","FL","12","32301","0000","FDIC","","426578","0","Y","26838","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Hancock Bank of Florida, (,[object Object],) in ,Tallahassee,, ,FL,. ,A link to FDIC closing information for ,Guaranty National Bank of Tallahassee, (,26838,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2004-03-12T00:00:00","2004","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","BIF","0","0","10","FL","12","OCC","200402058_211_36064_426578_36064","BIF","0","0","0","0","0","10","FI","N","26838","OCC","21162","N","C","Commercial","3","LEON","73","5","ATLANTA","BIF","SAIF","Guaranty National Bank of Tallahassee","30.449411","-84.310267","10","1706 WEST TENNESSEE STREET","TALLAHASSEE","FL","12","32304","0000","OCC","","36064","2004-03-17T00:00:00","2004","FL","FDIC","1","0","211","12","57819","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","LEON","73","13","DALLAS","BIF","SAIF","Hancock Bank of Florida","30.441723","-84.280582","101 NORTH MONROE STREET","TALLAHASSEE","FL","FLORIDA","32301","10","111 SOUTH MONROE STREET","TALLAHASSEE","FL","12","32301","0000","FDIC","","200402058","0","0","0","0","0","36064","0","0"
"1","/api/history?filters=TRANSNUM:200402113 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","20119","STATE","0","NM","C","Commercial","21","ROCKLAND","87","9","CHICAGO","BIF","SAIF","Union State Bank","41.094124","-74.007974","10","2002-10-31T00:00:00","46 COLLEGE AVENUE","NANUET","NY","36","10954","0000","FDIC","","13820","0","Y","26778","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Union State Bank, (,[object Object],) in ,Nanuet,, ,NY,. ,A link to FDIC closing information for ,Reliance Bank, (,26778,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2004-03-19T00:00:00","2004","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","BIF","0","0","0","NY","0","FDIC","200402113_211_35925_13820_35925","BIF","0","0","0","0","0","10","FI","N","26778","STATE","0","NM","C","Commercial","21","WESTCHESTER","119","2","NEW YORK","BIF","","Reliance Bank","40.992682","-73.746314","10","1200 MAMARONECK AVENUE","WHITE PLAINS","NY","36","10602","9000","FDIC","","35925","2004-03-22T00:00:00","2004","NY","FDIC","0","0","211","36","20119","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","ROCKLAND","87","9","CHICAGO","BIF","SAIF","Union State Bank","41.094124","-74.007974","46 COLLEGE AVENUE","NANUET","NY","NEW YORK","10954","10","46 COLLEGE AVENUE","NANUET","NY","36","10954","0000","FDIC","","200402113","0","0","0","0","0","35925","0","0"
"4","/api/history?filters=TRANSNUM:200405460 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","21987","STATE","0","NM","C","Commercial","21","UTAH","49","14","SAN FRANCISCO","BIF","","Far West Bank","40.166747","-111.606947","10","2000-01-14T00:00:00","201 EAST CENTER","PROVO","UT","49","84606","0000","FDIC","","15246","0","Y","1249","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Far West Bank, (,[object Object],) in ,Provo,, ,UT,. ,A link to FDIC closing information for ,Bank of Ephraim, (,1249,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2004-06-25T00:00:00","2004","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","BIF","0","0","10","UT","49","FED","200405460_211_850_15246_850","BIF","0","0","0","0","0","10","FI","N","1249","STATE","0","SM","C","Commercial","13","SANPETE","39","14","SAN FRANCISCO","BIF","","Bank of Ephraim","0","0","10","MAIN STREET","EPHRAIM","UT","49","84627","0000","FED","","850","2004-06-29T00:00:00","2004","UT","FDIC","1","0","211","49","21987","810","PARTICIPATED IN ABSORBTION/CONSOLIDATION/MERGER","STATE","0","NM","C","Commercial","21","UTAH","49","14","SAN FRANCISCO","BIF","","Far West Bank","40.166747","-111.606947","201 EAST CENTER","PROVO","UT","UTAH","84606","10","201 EAST CENTER","PROVO","UT","49","84606","0000","FDIC","","200405460","0","0","0","0","0","850","0","0"
"1","/api/history?filters=TRANSNUM:200700839 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","6058","STATE","0","NM","C","Commercial","21","ALLEGHENY","3","2","NEW YORK","DIF","","Allegheny Valley Bank of Pittsburgh","40.479145","-79.955293","10","2006-09-27T00:00:00","5137 BUTLER STREET","PITTSBURGH","PA","42","15201","0000","FDIC","","4088","0","Y","35353","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Allegheny Valley Bank of Pittsburgh, (,[object Object],) in ,Pittsburgh,, ,PA,. ,A link to FDIC closing information for ,Metropolitan Savings Bank, (,35353,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2007-02-02T00:00:00","2007","9999-12-31T00:00:00","9999","0","0","1","0","0","SI","S","Savings","DIF","0","0","0","PA","0","FDIC","200700839_211_78814_4088_78814","DIF","0","0","0","0","0","10","FI","N","35353","STATE","0","SI","S","Savings","42","ALLEGHENY","3","2","NEW YORK","DIF","","Metropolitan Savings Bank","40.471887","-79.959602","110","4415 BUTLER STREET","PITTSBURGH","PA","42","15201","0285","FDIC","","78814","2007-02-05T00:00:00","2007","PA","FDIC","0","0","211","42","6058","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","ALLEGHENY","3","2","NEW YORK","DIF","","Allegheny Valley Bank of Pittsburgh","40.479524","-79.954961","5137-39 BUTLER STREET","PITTSBURGH","PA","PENNSYLVANIA","15201","10","5137 BUTLER STREET","PITTSBURGH","PA","42","15201","0000","FDIC","","200700839","0","0","0","0","0","78814","0","0"
